,blob_count,brightness,centroid_offset,contrast,edge_density,sharpness
image_0000.tiff,6,92.11749267578125,0.4375,33.403991285401275,0.1640625,116.53327941894531
image_0001.tiff,9,90.88946533203125,0.4075520833333333,32.76350226876792,0.16070556640625,115.72833760579427
image_0002.tiff,17,90.67295837402344,0.4955357142857143,33.09850575309834,0.159698486328125,114.99501037597656
image_0003.tiff,17,90.23667907714844,0.4296875,33.358577496498576,0.16180419921875,118.02713012695312
image_0004.tiff,16,90.6158447265625,0.49365234375,33.66187339621636,0.1592254638671875,117.05710347493489
image_0005.tiff,12,90.25520324707031,0.3115234375,32.88066551845575,0.1550140380859375,115.77100118001302
image_0006.tiff,17,89.450439453125,0.21484375,33.387194655867006,0.1551513671875,116.87978108723958
image_0007.tiff,19,89.57614135742188,0.6657366071428571,33.523303965323784,0.153350830078125,114.90659077962239
image_0008.tiff,24,88.69938659667969,0.3932291666666667,33.482796512059345,0.1523284912109375,115.17007446289062
image_0009.tiff,7,88.90913391113281,0.41145833333333337,33.23693300109138,0.150299072265625,114.42114766438802
image_0010.tiff,26,88.32713317871094,0.21448863636363635,33.97566050991979,0.153228759765625,116.11536661783855
image_0011.tiff,11,89.88937377929688,0.46223958333333337,32.7804041692767,0.1476898193359375,110.83711242675781
image_0012.tiff,12,89.46296691894531,0.2890625,33.181411969887115,0.1489410400390625,111.70068359375
image_0013.tiff,71,82.44851684570312,0.39026988636363635,31.913523989301147,0.1551971435546875,115.46402994791667
image_0014.tiff,80,82.104736328125,0.31045386904761907,32.450042535618586,0.153778076171875,116.76189676920573
image_0015.tiff,69,98.69027709960938,0.6398168103448276,33.57837996932722,0.1550445556640625,130.88339233398438
image_0016.tiff,100,81.91676330566406,0.1936743951612903,33.351601933482584,0.1492919921875,114.07303873697917
image_0017.tiff,93,83.2413330078125,0.11653645833333337,34.157744774997184,0.1497344970703125,114.87289937337239
image_0018.tiff,93,85.218994140625,0.12278645833333335,35.83263572064025,0.147308349609375,113.62327067057292
image_0019.tiff,117,80.15396118164062,0.0485641891891892,33.116755024082686,0.146026611328125,115.5216573079427
image_0020.tiff,115,80.5577392578125,0.04285714285714287,32.9181454962,0.1474151611328125,115.46457926432292
image_0021.tiff,89,84.70838928222656,0.15609375000000003,34.935541457628155,0.15045166015625,115.42239888509114
image_0022.tiff,82,85.65126037597656,0.10218749999999999,35.87864257504579,0.1460113525390625,111.51806640625
image_0023.tiff,51,86.15071105957031,0.3419471153846154,36.82736643874641,0.144073486328125,111.01941426595052
image_0024.tiff,52,87.3607177734375,0.4197916666666667,37.135598451894495,0.1431121826171875,111.31643676757812
image_0025.tiff,40,88.97891235351562,0.5880681818181818,38.58493850052569,0.1426544189453125,110.27187093098958
image_0026.tiff,26,89.80128479003906,0.528125,37.1911997397099,0.14410400390625,112.09390767415364
image_0027.tiff,36,91.63533020019531,0.30580357142857145,38.02333695502131,0.1513671875,115.89375813802083
image_0028.tiff,41,90.873779296875,0.43749999999999994,38.517217404137014,0.143890380859375,110.85817464192708
image_0029.tiff,47,91.90257263183594,0.29062499999999997,38.080294112393915,0.1505889892578125,115.48517354329427
image_0030.tiff,40,91.92774963378906,0.2196514423076923,37.8729782354664,0.1488189697265625,113.73832194010417
image_0031.tiff,42,91.20486450195312,0.2674005681818182,36.376411110840316,0.146392822265625,110.53111267089844
image_0032.tiff,124,73.0439453125,0.16509046052631576,29.9725199864344,0.1192626953125,102.22911071777344
image_0033.tiff,176,72.44505310058594,0.10476562499999997,30.19278113374212,0.123138427734375,103.4691874186198
image_0034.tiff,182,71.66960144042969,0.043791118421052655,29.396398413844487,0.1189727783203125,102.09777323404948
image_0035.tiff,185,72.91136169433594,0.0961216517857143,29.66031160778879,0.123443603515625,106.92501322428386
image_0036.tiff,238,71.18550109863281,0.08088235294117646,30.295782133215543,0.11669921875,109.74834696451823
image_0037.tiff,251,70.13890075683594,0.08849158653846156,29.432829824999843,0.1168060302734375,107.64399719238281
image_0038.tiff,177,72.56651306152344,0.12256780660377353,29.63918283417619,0.12322998046875,105.97376505533855
image_0039.tiff,251,69.88531494140625,0.08979023972602745,29.717201454138706,0.1152496337890625,104.68733215332031
image_0040.tiff,216,69.70382690429688,0.10838293650793657,29.880501743117204,0.11273193359375,103.64090474446614
image_0041.tiff,229,69.0833740234375,0.07454427083333337,30.19647519292694,0.1109161376953125,104.55319722493489
image_0042.tiff,196,70.19355773925781,0.08780317164179108,31.378186502682276,0.112457275390625,107.91720581054688
image_0043.tiff,299,65.95854187011719,0.1002720424107143,30.926693335715754,0.10003662109375,110.27056376139323
image_0044.tiff,259,66.68319702148438,0.09654017857142855,30.781063891089648,0.107147216796875,112.46621704101562
image_0045.tiff,281,65.01611328125,0.048955899532710345,29.69670737615469,0.1009063720703125,109.11011759440105
image_0046.tiff,343,63.15870666503906,0.076202392578125,29.064608095313442,0.0921478271484375,103.21920776367188
image_0047.tiff,212,65.66354370117188,0.12182348901098905,33.039470103376836,0.087677001953125,99.51522827148438
image_0048.tiff,218,68.234130859375,0.09902108433734935,32.64626553296938,0.109954833984375,114.95048014322917
image_0049.tiff,215,68.47067260742188,0.08984375,32.28977424400721,0.1082916259765625,114.45178731282552
image_0050.tiff,241,67.03517150878906,0.1440045646067416,31.887056046567206,0.1038360595703125,110.91194661458333
image_0051.tiff,189,66.35270690917969,0.09420657467532462,33.0105423893048,0.0942840576171875,105.21671040852864
image_0052.tiff,200,66.3433837890625,0.12095256024096385,33.09413378206033,0.09454345703125,104.19475809733073
image_0053.tiff,211,68.02117919921875,0.11632898351648346,32.256898809726664,0.10284423828125,111.10159810384114
image_0054.tiff,225,67.270751953125,0.1255460349462365,31.87541327506244,0.1006011962890625,110.24740600585938
image_0055.tiff,232,67.10928344726562,0.11039402173913049,32.230099565485695,0.0972442626953125,109.00632731119792
image_0056.tiff,217,67.38508605957031,0.070531952247191,32.98593157276294,0.09710693359375,108.8825174967448
image_0057.tiff,229,65.61933898925781,0.062047697368421084,33.59521910243719,0.082275390625,96.60840861002605
image_0058.tiff,226,66.09999084472656,0.02937659438775514,34.506124624747486,0.084747314453125,96.92018127441406
image_0059.tiff,238,64.51936340332031,0.027192050970873738,33.29472365014803,0.081451416015625,94.71461995442708
image_0060.tiff,253,64.92469787597656,0.038883314220183485,33.98482755589541,0.0792388916015625,93.77591451009114
image_0061.tiff,271,64.3798828125,0.02697010869565214,33.72092933912749,0.0741729736328125,91.30618286132812
image_0062.tiff,270,64.92959594726562,0.0032435825892856984,34.678849615932826,0.07568359375,92.14404805501302
image_0063.tiff,271,64.91554260253906,0.07300265330188677,34.846832109137104,0.0755157470703125,92.40331013997395
image_0064.tiff,1,101.40071105957031,0.0078125,28.39764309175615,0.140716552734375,104.73453267415364
image_0065.tiff,1,100.83291625976562,0.0078125,28.13479016166234,0.138763427734375,103.73913065592448
