,blob_count,brightness,centroid_offset,contrast,edge_density,sharpness
image_0066.tiff,2,101.03953552246094,0.0078125,28.116132670540498,0.1409759521484375,104.5529276529948
image_0067.tiff,6,101.0262451171875,0.0078125,30.358668757286264,0.1536407470703125,112.17715454101562
image_0068.tiff,3,102.00538635253906,0.01171875,29.9697745463662,0.1511993408203125,110.812744140625
image_0069.tiff,3,101.09095764160156,0.0078125,30.48319632422957,0.157501220703125,113.73520406087239
image_0070.tiff,6,99.52859497070312,0.39062499999999994,31.536769106264195,0.1614837646484375,117.8631083170573
image_0071.tiff,6,99.76231384277344,0.33072916666666674,31.764254441226253,0.161529541015625,117.17554728190105
image_0072.tiff,3,100.41026306152344,0.0078125,32.2430678386629,0.1652069091796875,119.76198832194011
image_0073.tiff,2,100.07730102539062,0.0078125,33.055298382567244,0.171966552734375,124.72818501790364
image_0074.tiff,7,100.33892822265625,0.0078125,32.65093282139621,0.1713104248046875,123.76796468098958
image_0075.tiff,5,102.26063537597656,0.0078125,34.35970350274445,0.17144775390625,125.21119689941406
image_0076.tiff,4,102.33985900878906,0.32421875,34.7441154682322,0.17034912109375,124.3286844889323
image_0077.tiff,12,99.49795532226562,0.39973958333333337,34.31697661452552,0.1687774658203125,123.98513793945312
image_0078.tiff,7,101.31658935546875,0.490234375,34.50450293584926,0.1696014404296875,124.66919453938802
image_0079.tiff,4,102.66798400878906,0.0078125,34.71001752924928,0.1693267822265625,123.69064839680989
image_0080.tiff,4,102.27761840820312,0.015625,34.98692003724595,0.1714630126953125,126.68682352701823
image_0081.tiff,5,103.09608459472656,0.01171875,35.156145435333386,0.1727447509765625,125.4969991048177
image_0082.tiff,8,103.95051574707031,0.0986328125,35.302871764428154,0.173828125,127.13128662109375
image_0083.tiff,6,104.85304260253906,0.296875,35.42599910842763,0.1739959716796875,127.8639424641927
image_0084.tiff,3,103.91513061523438,0.0078125,34.15456347010187,0.1805572509765625,127.68991088867188
image_0085.tiff,5,103.64723205566406,0.34114583333333337,34.50124482895708,0.1749725341796875,124.25292460123698
image_0086.tiff,4,102.91435241699219,0.0078125,34.25225140580102,0.173431396484375,123.61558024088542
image_0087.tiff,6,101.42837524414062,0.3671875,33.58404492064337,0.1623077392578125,118.64110819498698
image_0088.tiff,168,94.36395263671875,0.6616950757575757,34.797197109393174,0.147186279296875,138.5292714436849
image_0089.tiff,49,99.79896545410156,0.503515625,32.72317213711931,0.1542816162109375,124.18839009602864
image_0090.tiff,126,94.20529174804688,0.5557193396226414,34.257705041070906,0.14141845703125,122.18809509277344
image_0091.tiff,6,101.50819396972656,0.4908854166666667,31.949561639109994,0.1579132080078125,123.80564880371094
image_0092.tiff,3,101.30050659179688,0.0078125,30.61425518774322,0.15521240234375,114.46103413899739
image_0093.tiff,22,101.49932861328125,0.240234375,30.819800273143375,0.155548095703125,115.03112284342448
image_0094.tiff,16,102.31825256347656,0.2265625,31.700421543150064,0.1555633544921875,115.40894571940105
image_0095.tiff,4,102.14692687988281,0.33984375,31.461232288420327,0.1578216552734375,116.3959248860677
image_0096.tiff,2,100.35760498046875,0.37890625,31.235694590242574,0.1617889404296875,104.44283548990886
image_0097.tiff,104,92.81698608398438,0.2437065972222222,35.46496928205402,0.1317138671875,109.84659322102864
image_0098.tiff,112,94.00300598144531,0.3583192567567568,35.83918290108458,0.1347808837890625,112.33981323242188
image_0099.tiff,22,99.87802124023438,0.40429687500000006,33.80642615139783,0.1692657470703125,116.9160868326823
